section,axis,coord,depth,height
y=0,x,-1.0000000000000002e-06,1.9799999999999995e-07,-1.9799999999999995e-07
y=0,x,-5.000000000000001e-07,1.9949999999999995e-07,-1.9949999999999995e-07
y=0,x,0.0,1.9999999999999996e-07,-1.9999999999999996e-07
y=0,x,5.000000000000001e-07,1.9949999999999995e-07,-1.9949999999999995e-07
y=0,x,1.0000000000000002e-06,1.9799999999999995e-07,-1.9799999999999995e-07
y=0,x,1.5000000000000002e-06,1.9549999999999994e-07,-1.9549999999999994e-07
y=0,x,2.0000000000000003e-06,1.9199999999999997e-07,-1.9199999999999997e-07
y=0,x,2.5000000000000006e-06,1.8749999999999998e-07,-1.8749999999999998e-07
y=0,x,3.0000000000000005e-06,1.82e-07,-1.82e-07
y=0,x,3.5000000000000004e-06,1.7549999999999995e-07,-1.7549999999999995e-07
y=0,x,4.000000000000001e-06,1.6799999999999997e-07,-1.6799999999999997e-07
y=0,x,4.500000000000001e-06,1.5949999999999997e-07,-1.5949999999999997e-07
y=0,x,5.000000000000001e-06,1.4999999999999994e-07,-1.4999999999999994e-07
y=0,x,5.500000000000001e-06,1.3949999999999995e-07,-1.3949999999999995e-07
y=0,x,6.000000000000001e-06,1.2799999999999996e-07,-1.2799999999999996e-07
y=0,x,6.500000000000001e-06,1.1549999999999996e-07,-1.1549999999999996e-07
y=0,x,7.000000000000001e-06,1.0199999999999995e-07,-1.0199999999999995e-07
y=0,x,7.500000000000001e-06,8.749999999999996e-08,-8.749999999999996e-08
y=0,x,8.000000000000001e-06,7.199999999999994e-08,-7.199999999999994e-08
y=0,x,8.500000000000002e-06,5.549999999999995e-08,-5.549999999999995e-08
y=0,x,9.000000000000002e-06,3.799999999999995e-08,-3.799999999999995e-08
y=0,x,9.500000000000002e-06,1.9499999999999936e-08,-1.9499999999999936e-08
y=0,x,1.0000000000000003e-05,0.0,0.0
y=0,x,1.0500000000000001e-05,0.0,0.0
y=0,x,1.1000000000000001e-05,0.0,0.0
y=0,x,1.1500000000000002e-05,0.0,0.0
y=0,x,1.2000000000000002e-05,0.0,0.0
y=0,x,1.2500000000000002e-05,0.0,0.0
y=0,x,1.3000000000000003e-05,0.0,0.0
y=0,x,1.3500000000000003e-05,0.0,0.0
y=0,x,1.4000000000000001e-05,0.0,0.0
y=0,x,1.4500000000000002e-05,0.0,0.0
y=0,x,1.5000000000000002e-05,0.0,0.0
y=0,x,1.5500000000000004e-05,0.0,0.0
y=0,x,1.6000000000000003e-05,0.0,0.0
y=0,x,1.65e-05,0.0,0.0
y=0,x,1.7000000000000003e-05,0.0,0.0
y=0,x,1.7500000000000002e-05,0.0,0.0
y=0,x,1.8000000000000004e-05,0.0,0.0
y=0,x,1.8500000000000002e-05,0.0,0.0
y=0,x,1.9000000000000004e-05,0.0,0.0
y=0,x,1.9500000000000003e-05,0.0,0.0
y=0,x,2.0000000000000005e-05,0.0,0.0
y=0,x,2.0500000000000004e-05,0.0,0.0
y=0,x,2.1000000000000002e-05,0.0,0.0
y=0,x,2.1500000000000004e-05,0.0,0.0
y=0,x,2.2000000000000003e-05,0.0,0.0
y=0,x,2.2500000000000005e-05,0.0,0.0
y=0,x,2.3000000000000003e-05,0.0,0.0
y=0,x,2.3500000000000005e-05,0.0,0.0
y=0,x,2.4000000000000004e-05,0.0,0.0
y=0,x,2.4500000000000003e-05,0.0,0.0
y=0,x,2.5000000000000005e-05,0.0,0.0
y=0,x,2.5500000000000003e-05,0.0,0.0
y=0,x,2.6000000000000005e-05,0.0,0.0
y=0,x,2.6500000000000004e-05,0.0,0.0
y=0,x,2.7000000000000006e-05,0.0,0.0
y=0,x,2.7500000000000004e-05,0.0,0.0
y=0,x,2.8000000000000003e-05,0.0,0.0
y=0,x,2.8500000000000005e-05,0.0,0.0
y=0,x,2.9000000000000004e-05,0.0,0.0
y=0,x,2.9500000000000006e-05,0.0,0.0
y=0,x,3.0000000000000004e-05,0.0,0.0
y=0,x,3.0500000000000006e-05,0.0,0.0
y=0,x,3.100000000000001e-05,0.0,0.0
y=0,x,3.150000000000001e-05,0.0,0.0
y=0,x,3.2000000000000005e-05,0.0,0.0
y=0,x,3.2500000000000004e-05,0.0,0.0
y=0,x,3.3e-05,0.0,0.0
y=0,x,3.350000000000001e-05,0.0,0.0
y=0,x,3.4000000000000007e-05,0.0,0.0
y=0,x,3.4500000000000005e-05,0.0,0.0
y=0,x,3.5000000000000004e-05,0.0,0.0
y=0,x,3.550000000000001e-05,0.0,0.0
y=0,x,3.600000000000001e-05,0.0,0.0
y=0,x,3.6500000000000006e-05,0.0,0.0
y=0,x,3.7000000000000005e-05,0.0,0.0
y=0,x,3.7500000000000003e-05,0.0,0.0
y=0,x,3.800000000000001e-05,0.0,0.0
y=0,x,3.850000000000001e-05,0.0,0.0
y=0,x,3.9000000000000006e-05,0.0,0.0
y=0,x,3.9500000000000005e-05,0.0,0.0
y=0,x,4.000000000000001e-05,0.0,0.0
