case_id,source_id,sheet,recipe_label,level_no,power_W,energy_uJ,fluence_J_cm2,measured_ablated_v_1e6um3,measured_depth_um,replicate_count,average_1e6um3,efficiency_1e6um3_per_J,efficiency_m3_per_J,data_kind,output_semantics,column_class,source_doi,source_url,source_locator,extraction_method,extraction_date,license,unit_note,grade_confirmation_required,quality_note
D04-N1-1%-2,D04,N1-1%,CFRP + 1 wt% CuHAp,2,1.4000000000000001,7.0,30.06468818737102,5.309,23.86,4,4.4985,3.8558571428571424,3.855857142857142e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-3,D04,N1-1%,CFRP + 1 wt% CuHAp,3,1.3,6.5,27.917210459701657,4.973,22.23,4,5.3142499999999995,4.905461538461537,4.905461538461537e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-4,D04,N1-1%,CFRP + 1 wt% CuHAp,4,1.2000000000000002,6.000000000000001,25.769732732032306,4.353,18.25,4,5.3629999999999995,5.362999999999999,5.362999999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-5,D04,N1-1%,CFRP + 1 wt% CuHAp,5,1.1,5.5,23.62225500436294,4.728,24.77,4,5.5875,6.095454545454546,6.095454545454546e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-6,D04,N1-1%,CFRP + 1 wt% CuHAp,6,1.0,5.0,21.474777276693583,5.859,24.85,4,4.461,5.353199999999999,5.3531999999999994e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-7,D04,N1-1%,CFRP + 1 wt% CuHAp,7,0.9500000000000001,4.75,20.401038412858902,5.52,23.62,4,3.34925,4.230631578947368,4.230631578947368e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-8,D04,N1-1%,CFRP + 1 wt% CuHAp,8,0.9,4.5,19.327299549024225,5.15,22.91,4,3.53525,4.713666666666666,4.713666666666666e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-9,D04,N1-1%,CFRP + 1 wt% CuHAp,9,0.8500000000000001,4.25,18.253560685189548,4.938,22.4,4,4.00725,5.657294117647059,5.657294117647058e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-10,D04,N1-1%,CFRP + 1 wt% CuHAp,10,0.8,4.0,17.179821821354867,4.302,18.78,4,3.165,4.7475,4.747499999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-11,D04,N1-1%,CFRP + 1 wt% CuHAp,11,0.75,3.75,16.106082957520186,6.227,21.69,4,3.1757500000000003,5.0812,5.0812e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
